"ID","Species","Owner","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner.1","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Cupper.Points","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Expiration","Certification.Body","unit_of_measurement","altitude_low_meters","altitude_high_meters"
282,"Arabica","yasmin cofffee plantation plc","Ethiopia","NULL","NULL","yasmin coffee plantation plc","1650-1703","oromia","Sumeya Yasin","320","60 kg","METAD Agricultural Development plc","2014","March 31st, 2015","yasmin Cofffee Plantation Plc","NULL","Natural / Dry","7.75","7.75","7.67","7.67","7.58","7.67","10","10","10","7.75","83.83","0.12","0","0","Green","4","March 30th, 2016","METAD Agricultural Development plc","m","1650","1703"
283,"Arabica","ipanema coffees","Brazil","rio verde","ipanema coffees","ipanema coffees","1200","south of minas","Ipanema AgrÃ­cola SA","300","2 kg","Specialty Coffee Association","2014/2015","October 16th, 2014","Ipanema Coffees","Bourbon","Semi-washed / Semi-pulped","7.67","7.67","7.58","7.5","7.83","8.17","10","10","9.33","8.08","83.83","0","0","0","Green","1","October 16th, 2015","Specialty Coffee Association","m","1200","1200"
284,"Arabica","eric thormaehlen","Costa Rica","various","coricafe sa","coricafe s.a.","1200-1400","central valley","VARIOS","250","1 kg","Specialty Coffee Association of Costa Rica","2013","June 9th, 2014","Eric Thormaehlen","Catuai","Washed / Wet","7.83","7.42","7.5","7.83","7.75","7.83","10","10","10","7.67","83.83","0.1","0","0","Green","3","June 9th, 2015","Specialty Coffee Association of Costa Rica","m","1200","1400"
285,"Arabica","juan luis alvarado romero","Guatemala","el papaturro","beneficio ixchel","unex guatemala, s.a.","4000 psnm","oriente","AMILCAR LAPOLA","250","69 kg","Asociacion Nacional Del CafÃ©","2014","May 22nd, 2014","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.58","7.83","7.33","8","7.58","7.75","10","10","10","7.75","83.83","0.1","0","0","Green","1","May 22nd, 2015","Asociacion Nacional Del CafÃ©","ft","1219.2","1219.2"
286,"Arabica","ipanema coffees","Brazil","fazenda rio verde","ipanema coffees","ipanema coffees","1260","south of minas","Ipanema Coffees","320","60 kg","Specialty Coffee Association","2013/2014","December 26th, 2013","Ipanema Coffees","Yellow Bourbon","Natural / Dry","7.92","7.5","7.33","7.67","8.17","7.5","10","10","10","7.75","83.83","0.1","0","0","Green","0","December 26th, 2014","Specialty Coffee Association","m","1260","1260"
287,"Arabica","garet alban","Ecuador","finca el trueno","NULL","sultana del cafe inc.","800 meters above sea level","province of manabi, ecuador","NULL","1","5 lbs","Specialty Coffee Association","2013","October 4th, 2013","Garet Alban","NULL","Natural / Dry","7.5","7.67","7.58","7.75","7.83","7.83","10","10","10","7.67","83.83","0.09","0","0","Bluish-Green","0","October 4th, 2014","Specialty Coffee Association","m","800","800"
288,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","trilladora boananza","exportadora de cafe condor s.a","1750 msnm","huila","NULL","250","70 kg","AlmacafÃ©","2013","September 3rd, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet","7.67","7.58","7.58","7.83","7.58","7.67","10","10","10","7.92","83.83","0.11","0","0","Green","1","September 3rd, 2014","AlmacafÃ©","m","1750","1750"
289,"Arabica","juan luis alvarado romero","Guatemala","finca el morito","beneficio ixchel","unex guatemala, s.a.","4300","oriente","ROBERTO MONTERROSO","250","69 kg","Asociacion Nacional Del CafÃ©","2013","April 26th, 2013","Juan Luis Alvarado Romero","Bourbon","Washed / Wet","7.5","7.83","7.5","7.83","7.83","7.67","10","10","10","7.67","83.83","0.11","0","0","Green","3","April 26th, 2014","Asociacion Nacional Del CafÃ©","ft","1310.64","1310.64"
290,"Arabica","filemon mendoza campos","Mexico","predio caÃ±ada del encino","colonia baltazar r.leyva mancilla","NULL","1218","petatlan","FILEMON MENDOZA CAMPOS","20","1 kg","AMECAFE","2012","July 26th, 2012","FILEMON MENDOZA CAMPOS","Bourbon","Natural / Dry","7.67","8","7.67","7.42","7.67","7.5","10","10","10","7.92","83.83","0.1","0","0","Green","2","July 26th, 2013","AMECAFE","m","1218","1218"
291,"Arabica","alfredo bojalil","Mexico","finca santa teresa","agroindustrias unidas de mexico","ecomtrading","1300","la concordia, chiapas","ERNST POHLENZ AGUILAR","250","1 kg","AMECAFE","2012","June 6th, 2012","ALFREDO BOJALIL","Pacas","Natural / Dry","7.67","7.58","7.5","7.75","7.75","7.75","10","10","10","7.83","83.83","0.11","0","0","NULL","4","June 6th, 2013","AMECAFE","m","1300","1300"
292,"Arabica","jacques pereira carneiro","Brazil","fazenda do sertao","cocarive","exportadora de cafÃ©s carmo de minas ltda","1.250 m","carmo de minas","Nazareth Dias Pereira","300","1 kg","NUCOFFEE","2011/2012","December 21st, 2011","Jacques Pereira Carneiro","Yellow Bourbon","Semi-washed / Semi-pulped","7.83","7.83","7.58","7.67","7.5","7.58","10","10","10","7.83","83.83","0.12","0","0","Green","3","December 20th, 2012","NUCOFFEE","m","1250","1250"
293,"Arabica","doi chaang coffee company","Thailand","doi chaang coffee original co.,ltd","premium grade a","NULL","4921ft","doi chaang village, chiang rai, thialand","Doi Chaang Community Enterprise Piko","175","50 kg","Specialty Coffee Association","2011","September 20th, 2011","Doi Chaang Coffee Company","NULL","NULL","7.75","7.75","7.58","8","7.67","7.58","10","10","10","7.5","83.83","0.02","0","0","NULL","2","September 19th, 2012","Specialty Coffee Association","ft","1499.9208","1499.9208"
294,"Arabica","doi tung development project","Thailand","doi tung development project","NULL","NULL","NULL","NULL","NULL","1","60 kg","Specialty Coffee Association","2011","August 16th, 2011","Doi Tung Development Project","NULL","NULL","7.5","7.83","7.58","7.58","7.75","7.83","10","10","10","7.75","83.83","0.01","0","0","NULL","0","August 15th, 2012","Specialty Coffee Association","m","NULL","NULL"
295,"Arabica","ethiopia commodity exchange","Ethiopia","phone number | 0911-51-08-01, email | at","NULL","NULL","NULL","sidamo","Contact name | ATO Teshome Belamo","300","6","Ethiopia Commodity Exchange","2010","June 17th, 2010","Ethiopia Commodity Exchange","NULL","NULL","7.58","7.83","7.58","8","7.83","7.5","10","10","10","7.5","83.83","0.1","0","0","NULL","3","June 17th, 2011","Ethiopia Commodity Exchange","m","NULL","NULL"
296,"Arabica","kennedy macharia","Kenya","NULL","sasini mills","taylor winch (coffee) ltd","1800","nyeri","KAROGOTO","200","60 kg","Kenya Coffee Traders Association","NULL","January 11th, 2018","Kennedy Macharia","SL28","Washed / Wet","7.75","7.58","7.5","7.58","7.75","7.75","10","10","10","7.83","83.75","0.11","0","0","Green","2","January 11th, 2019","Kenya Coffee Traders Association","m","1800","1800"
297,"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","dry mill","ipanema coffees","890","south of minas","Ipanema Agricola S.A","320","60 kg","Brazil Specialty Coffee Association","2017 / 2018","October 20th, 2017","Ipanema Coffees","Bourbon","Natural / Dry","7.67","7.67","7.58","7.75","7.67","7.67","10","10","10","7.75","83.75","0.11","0","0","Green","5","October 20th, 2018","Brazil Specialty Coffee Association","m","890","890"
298,"Arabica","carcafe ltda ci","Colombia","NULL","neiva","carcafe ltda","442","huila","FRANKLIN DUSSAN / HIPOLITO TORRES","275","70 kg","AlmacafÃ©","2017","September 28th, 2017","CARCAFE LTDA CI","Caturra","Washed / Wet","7.83","7.83","7.58","7.58","7.58","7.58","10","10","10","7.75","83.75","0.11","0","0","Green","1","September 28th, 2018","AlmacafÃ©","m","442","442"
299,"Arabica","lin, che-hao krude ???","Taiwan","?????? (kan tou mountain coffee)","?????? (kan tou mountain coffee)","taiwan coffee laboratory","750","?????? (dongshan dist., tainan city)","??? & ??? (Tseng Ju Feng & Kuo Jun Hong)","10","10 kg","Specialty Coffee Association","2016","June 6th, 2017","Lin, Che-Hao Krude ???","Typica","Natural / Dry","7.67","7.67","7.58","7.58","7.67","7.83","10","10","10","7.75","83.75","0","0","0","Green","0","June 6th, 2018","Specialty Coffee Association","m","750","750"
300,"Arabica","racafe & cia s.c.a","Colombia","NULL","bachue","racafe & cia s.c.a","NULL","huila","La Plata","275","70 kg","AlmacafÃ©","2016","February 15th, 2017","Racafe & Cia S.C.A","NULL","Washed / Wet","7.92","7.75","7.5","7.67","7.75","7.5","10","10","10","7.67","83.75","0","1","0","Green","4","February 15th, 2018","AlmacafÃ©","m","NULL","NULL"
301,"Arabica","yunnan coffee exchange","China","puâ€™er specialty coffee cupping center","puâ€™er specialty coffee cupping center","yunnan coffee exchange","1650","yunnan","Puâ€™er Specialty Coffee Cupping Center","3","60 kg","Yunnan Coffee Exchange","2015","April 6th, 2016","Yunnan Coffee Exchange","Catimor","Washed / Wet","7.83","7.75","7.67","7.5","7.58","7.67","10","10","10","7.75","83.75","0.1","0","1","Green","2","April 6th, 2017","Yunnan Coffee Exchange","m","1650","1650"
302,"Arabica","carcafe ltda ci","Colombia","NULL","neiva","carcafe ltda","442 msnm","huila","FRANKLIN DUSSAN","250","70 kg","AlmacafÃ©","2015/2016","November 27th, 2015","CARCAFE LTDA CI","Caturra","Natural / Dry","7.75","7.67","7.5","7.67","7.58","7.83","10","10","10","7.75","83.75","0","0","0","Green","0","November 26th, 2016","AlmacafÃ©","m","442","442"
303,"Arabica","nile highland arabica coffee farmers","Uganda","erussi farmers group","nile highland arabica coffee farmers","nile highlands arabica coffee farmers","1400","west nile","Nile Highland Arabica Coffee Farmers","320","60 kg","Uganda Coffee Development Authority","2013","June 30th, 2014","Nile Highland Arabica Coffee Farmers","Bourbon","Natural / Dry","8","7.92","7.58","7.75","7.33","7.5","10","10","10","7.67","83.75","0.12","0","0","Green","0","June 30th, 2015","Uganda Coffee Development Authority","m","1400","1400"
304,"Arabica","german negron","United States (Puerto Rico)","hacienda caracolillo","hacienda alto grande","hacienda alto grande, llc.","2800 ft","yauco region","Hacienda Alto Grande","18","5 lbs","Specialty Coffee Association","2013","June 9th, 2014","German Negron","Other","Washed / Wet","7.83","7.83","7.83","7.67","8","8.17","9.33","9.33","10","7.75","83.75","0.12","0","0","Green","1","June 9th, 2015","Specialty Coffee Association","ft","853.44","853.44"
305,"Arabica","racafe & cia s.c.a","Colombia","NULL","NULL","racafe & cia s.c.a","de 1600 a 1950 msnm","huila","La Plata","100","70 kg","AlmacafÃ©","2014","February 5th, 2014","Racafe & Cia S.C.A","Caturra","Washed / Wet","7.67","7.67","7.67","7.92","7.5","7.67","10","10","10","7.67","83.75","0","0","0","Green","5","February 5th, 2015","AlmacafÃ©","m","1600","1950"
306,"Arabica","olam agro colombia","Colombia","NULL","trilladora asia","olam international ltd","1500-1600","huila","NULL","250","70 kg","AlmacafÃ©","2014","January 24th, 2014","Olam Agro Colombia","Other","Washed / Wet","7.67","7.42","7.42","7.42","8","8.33","10","10","10","7.5","83.75","0","0","0","Green","3","January 24th, 2015","AlmacafÃ©","m","1500","1600"
307,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","bonanza - armenia","exportadora de cafe condor s.a","1750 msnm","huila","NULL","250","70 kg","AlmacafÃ©","2013","November 22nd, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet","7.58","7.67","7.75","7.67","7.67","7.67","10","10","10","7.75","83.75","0","0","0","Blue-Green","1","November 22nd, 2014","AlmacafÃ©","m","1750","1750"
308,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","trilladora boananza","exportadora de cafe condor s.a","1750","huila","NULL","275","70 kg","AlmacafÃ©","2013","August 27th, 2013","Exportadora de Cafe Condor S.A","Caturra","Washed / Wet","7.75","7.67","7.75","7.58","7.42","8","10","10","10","7.58","83.75","0.11","0","0","Green","3","August 27th, 2014","AlmacafÃ©","m","1750","1750"
309,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","kona pacific farmers cooperative","NULL","kona","NULL","12","100 lbs","Specialty Coffee Association","2013","May 2nd, 2013","Kona Pacific Farmers Cooperative","Hawaiian Kona","Natural / Dry","7.25","7.42","7.67","7.58","7.83","8.25","10","10","10","7.75","83.75","0","0","0","Bluish-Green","0","May 2nd, 2014","Specialty Coffee Association","ft","NULL","NULL"
310,"Arabica","saul m. hernandez ramirez","Mexico","naranjal","en ahuatitlan","NULL","700","huazalingo, hidalgo","MARTINEZ MAGDALENA, AGAPITA","10","1 kg","AMECAFE","2012","September 27th, 2012","SAUL M. HERNANDEZ RAMIREZ","Caturra","Natural / Dry","7.83","7.58","7.58","7.5","7.75","7.67","10","10","10","7.83","83.75","0.13","5","0","None","5","September 27th, 2013","AMECAFE","m","700","700"
311,"Arabica","the coffee source inc.","Guatemala","several farms","florencia","the coffee source inc.","1300 mts","quetzaltenango","Several producres","250","3 lbs","Specialty Coffee Association","2012","May 24th, 2012","The Coffee Source Inc.","Caturra","Washed / Wet","7.67","7.58","7.58","7.67","7.75","7.75","10","10","10","7.75","83.75","0.11","0","0","Bluish-Green","1","May 24th, 2013","Specialty Coffee Association","m","1300","1300"
312,"Arabica","carcafe ltda ci","Colombia","NULL","NULL","NULL","1600 m.s.n.m","cauca","Carlos Peneche/Jesus Peneche/Flor ChacÃ³n","275","70 kg","AlmacafÃ©","January 2011","April 20th, 2011","CARCAFE LTDA CI","NULL","NULL","7.83","7.83","7.58","7.33","7.42","7.67","10","10","10","8.08","83.75","0.1","0","0","NULL","1","April 19th, 2012","AlmacafÃ©","m","1600","1600"
313,"Arabica","exportadora de cafe condor s.a","Colombia","NULL","trilladora boananza","NULL","1600 msnm","cundinamarca","NULL","250","70 kg","AlmacafÃ©","4T/10","February 9th, 2011","Exportadora de Cafe Condor S.A","NULL","NULL","7.75","7.67","7.25","7.25","7.58","8.5","10","10","10","7.75","83.75","0.06","0","0","NULL","1","February 9th, 2012","AlmacafÃ©","m","1600","1600"
314,"Arabica","kona pacific farmers cooperative","United States (Hawaii)","NULL","NULL","NULL","NULL","kona","NULL","4","1","Specialty Coffee Association","NULL","June 29th, 2010","Kona Pacific Farmers Cooperative","NULL","NULL","7.83","7.67","7.75","7.67","7.58","7.5","10","10","10","7.75","83.75","0","0","0","NULL","0","June 29th, 2011","Specialty Coffee Association","ft","NULL","NULL"
315,"Arabica","ipanema coffees","Brazil","fazenda capoeirnha","dry mill","ipanema coffees","890","south of minas","Ipanema Agricola S.A","320","60 kg","Brazil Specialty Coffee Association","2017 / 2018","October 20th, 2017","Ipanema Coffees","Bourbon","Natural / Dry","7.67","7.83","7.5","7.67","7.67","7.5","10","10","10","7.83","83.67","0.11","0","0","Green","2","October 20th, 2018","Brazil Specialty Coffee Association","m","890","890"
316,"Arabica","kennedy macharia","Kenya","NULL","sasini / kofinaf mills","taylor winch (coffee) ltd","1700","meru county","NCHOROIBORO / KIRIANI FACTORY","200","60 kg","Kenya Coffee Traders Association","2017","September 1st, 2017","Kennedy Macharia","SL28","Washed / Wet","8.08","7.67","7.67","7.58","7.25","7.67","10","10","10","7.75","83.67","0.11","0","0","Bluish-Green","0","September 1st, 2018","Kenya Coffee Traders Association","m","1700","1700"
317,"Arabica","bismarck castro","Honduras","los hicaques","cigrah s.a de c.v.","cigrah s.a de c.v","1400","comayagua","Reinerio Zepeda","285","69 kg","Instituto HondureÃ±o del CafÃ©","2016","May 11th, 2017","Bismarck Castro","Caturra","Washed / Wet","7.5","7.5","7.67","7.67","8","8","10","10","10","7.33","83.67","0.1","0","0","Green","2","May 11th, 2018","Instituto HondureÃ±o del CafÃ©","m","1400","1400"
318,"Arabica","comercial internacional exportadora, s.a.","Nicaragua","santa matilde","dry mill","comercial internacional exportadora, s.a.","1250","jinotega","RONALDO LACAYO CARDENAL","275","69 kg","Instituto HondureÃ±o del CafÃ©","2016","May 11th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.","Caturra","Washed / Wet","7.67","7.75","7.67","7.67","7.83","7.58","10","10","10","7.5","83.67","0.1","0","0","Green","3","May 11th, 2018","Instituto HondureÃ±o del CafÃ©","m","1250","1250"
319,"Arabica","ipanema coffees","Brazil","capoeirinha","dry mill","ipanema coffees","934","south of minas","Ipanema Agricola","320","60 kg","Brazil Specialty Coffee Association","2016","August 16th, 2016","Ipanema Coffees","Bourbon","Natural / Dry","7.58","7.75","7.58","7.75","7.58","7.58","10","10","10","7.83","83.67","0.11","0","2","Green","3","August 16th, 2017","Brazil Specialty Coffee Association","m","934","934"
320,"Arabica","lin, che-hao krude ???","Taiwan","tsoustructive garden ???","tsoustructive garden ???","taiwan coffee laboratory","1200","leye, alishan township, chiayi county","FANG,ZHENG-LUN ???","20","50 kg","Specialty Coffee Association","2015","May 18th, 2016","Lin, Che-Hao Krude ???","Caturra","Natural / Dry","7.5","7.67","7.33","7.92","7.83","7.67","10","10","10","7.75","83.67","0.1","0","0","Bluish-Green","0","May 18th, 2017","Specialty Coffee Association","m","1200","1200"
321,"Arabica","ceca, s.a.","Costa Rica","NULL","cafex","ceca,s.a.","1350","west valley","NULL","275","69 kg","Specialty Coffee Association of Costa Rica","NULL","March 14th, 2016","CECA, S.A.","NULL","NULL","7.33","7.67","7.67","7.5","7.67","7.5","10","10","10","8.33","83.67","0.11","0","0","Blue-Green","1","March 14th, 2017","Specialty Coffee Association of Costa Rica","m","1350","1350"
322,"Arabica","doi tung development project","Thailand","NULL","NULL","doi tung development project","800++","thailand","Doi Tung Development Project","1","1 kg","Specialty Coffee Association","2014","June 9th, 2015","Doi Tung Development Project","NULL","Washed / Wet","7.5","7.75","7.58","7.83","7.67","7.58","10","10","10","7.75","83.67","0.12","0","0","Bluish-Green","0","June 8th, 2016","Specialty Coffee Association","m","800","800"
323,"Arabica","rob stephen","Colombia","NULL","NULL","olam specialty coffee","1550-1700m","huila","Agrotello Coop","100","2 lbs","Specialty Coffee Association","2014/2015","November 21st, 2014","Rob Stephen","Caturra","Washed / Wet","7.5","7.75","7.5","7.75","7.67","7.67","10","10","10","7.83","83.67","0.11","0","0","NULL","4","November 21st, 2015","Specialty Coffee Association","m","1550","1700"
